GID_2,exercise_year,exercise_label,exercise_order,phase_class
NGA.24.3_1,2024,Jan-May,20241,2.0
NGA.24.3_1,2024,Sep-Dec,20243,2.0
NGA.24.3_1,2025,Jan-May,20251,3.0
NGA.24.3_1,2025,Sep-Dec,20253,2.0
NGA.24.4_1,2022,Sep-Dec,20223,2.0
NGA.24.4_1,2023,Jan-May,20231,2.0
NGA.24.4_1,2023,Sep-Dec,20233,2.0
NGA.24.4_1,2024,Jan-May,20241,2.0
NGA.24.4_1,2024,Sep-Dec,20243,3.0
NGA.24.4_1,2025,Jan-May,20251,3.0
NGA.24.4_1,2025,Sep-Dec,20253,2.0
NGA.24.5_1,2022,Sep-Dec,20223,2.0
NGA.24.5_1,2023,Jan-May,20231,2.0
NGA.24.5_1,2023,Sep-Dec,20233,2.0
NGA.24.5_1,2024,Jan-May,20241,2.0
NGA.24.5_1,2024,Sep-Dec,20243,2.0
NGA.24.5_1,2025,Jan-May,20251,3.0
NGA.24.5_1,2025,Sep-Dec,20253,2.0
NGA.24.6_1,2022,Sep-Dec,20223,2.0
NGA.24.6_1,2023,Jan-May,20231,2.0
NGA.24.6_1,2023,Sep-Dec,20233,2.0
NGA.24.6_1,2024,Jan-May,20241,2.0
NGA.24.6_1,2024,Sep-Dec,20243,3.0
NGA.24.6_1,2025,Jan-May,20251,2.0
NGA.24.6_1,2025,Sep-Dec,20253,2.0
NGA.24.7_1,2022,Sep-Dec,20223,2.0
NGA.24.7_1,2023,Jan-May,20231,2.0
NGA.24.7_1,2023,Sep-Dec,20233,2.0
NGA.24.7_1,2024,Jan-May,20241,2.0
NGA.24.7_1,2024,Sep-Dec,20243,3.0
NGA.24.7_1,2025,Jan-May,20251,2.0
NGA.24.7_1,2025,Sep-Dec,20253,2.0
NGA.24.8_1,2022,Sep-Dec,20223,2.0
NGA.24.8_1,2023,Jan-May,20231,2.0
NGA.24.8_1,2023,Sep-Dec,20233,2.0
NGA.24.8_1,2024,Jan-May,20241,2.0
NGA.24.8_1,2024,Sep-Dec,20243,3.0
NGA.24.8_1,2025,Jan-May,20251,2.0
NGA.24.8_1,2025,Sep-Dec,20253,2.0
NGA.24.9_1,2022,Sep-Dec,20223,2.0
NGA.24.9_1,2023,Jan-May,20231,2.0
NGA.24.9_1,2023,Sep-Dec,20233,2.0
NGA.24.9_1,2024,Jan-May,20241,2.0
NGA.24.9_1,2024,Sep-Dec,20243,3.0
NGA.24.9_1,2025,Jan-May,20251,3.0
NGA.24.9_1,2025,Sep-Dec,20253,2.0
NGA.25.10_1,2021,Sep-Dec,20213,2.0
NGA.25.10_1,2022,Jan-May,20221,1.0
NGA.25.10_1,2022,Sep-Dec,20223,2.0
NGA.25.10_1,2023,Jan-May,20231,2.0
NGA.25.10_1,2023,Sep-Dec,20233,2.0
NGA.25.10_1,2024,Jan-May,20241,2.0
NGA.25.10_1,2024,Sep-Dec,20243,2.0
NGA.25.10_1,2025,Jan-May,20251,2.0
NGA.25.10_1,2025,Sep-Dec,20253,2.0
NGA.25.11_1,2021,Sep-Dec,20213,2.0
NGA.25.11_1,2022,Jan-May,20221,1.0
NGA.25.11_1,2022,Sep-Dec,20223,2.0
NGA.25.11_1,2023,Jan-May,20231,2.0
NGA.25.11_1,2023,Sep-Dec,20233,2.0
NGA.25.11_1,2024,Jan-May,20241,2.0
NGA.25.11_1,2024,Sep-Dec,20243,2.0
NGA.25.11_1,2025,Jan-May,20251,2.0
NGA.25.11_1,2025,Sep-Dec,20253,2.0
NGA.25.12_1,2021,Sep-Dec,20213,2.0
NGA.25.12_1,2022,Jan-May,20221,2.0
NGA.25.12_1,2022,Sep-Dec,20223,2.0
NGA.25.12_1,2023,Jan-May,20231,2.0
NGA.25.12_1,2023,Sep-Dec,20233,2.0
NGA.25.12_1,2024,Jan-May,20241,2.0
NGA.25.12_1,2024,Sep-Dec,20243,2.0
NGA.25.12_1,2025,Jan-May,20251,2.0
NGA.25.12_1,2025,Sep-Dec,20253,2.0
NGA.25.13_1,2021,Sep-Dec,20213,2.0
NGA.25.13_1,2022,Jan-May,20221,2.0
NGA.25.13_1,2022,Sep-Dec,20223,2.0
NGA.25.13_1,2023,Jan-May,20231,2.0
NGA.25.13_1,2023,Sep-Dec,20233,2.0
NGA.25.13_1,2024,Jan-May,20241,2.0
NGA.25.13_1,2024,Sep-Dec,20243,2.0
NGA.25.13_1,2025,Jan-May,20251,2.0
NGA.25.13_1,2025,Sep-Dec,20253,2.0
NGA.25.14_1,2021,Sep-Dec,20213,2.0
NGA.25.14_1,2022,Jan-May,20221,2.0
NGA.25.14_1,2022,Sep-Dec,20223,1.0
NGA.25.14_1,2023,Jan-May,20231,2.0
NGA.25.14_1,2023,Sep-Dec,20233,1.0
NGA.25.14_1,2024,Jan-May,20241,2.0
NGA.25.14_1,2024,Sep-Dec,20243,2.0
NGA.25.14_1,2025,Jan-May,20251,2.0
NGA.25.14_1,2025,Sep-Dec,20253,2.0
NGA.25.15_1,2021,Sep-Dec,20213,2.0
NGA.25.15_1,2022,Jan-May,20221,2.0
NGA.25.15_1,2022,Sep-Dec,20223,1.0
NGA.25.15_1,2023,Jan-May,20231,2.0
NGA.25.15_1,2023,Sep-Dec,20233,1.0
NGA.25.15_1,2024,Jan-May,20241,2.0
NGA.25.15_1,2024,Sep-Dec,20243,2.0
NGA.25.15_1,2025,Jan-May,20251,2.0
NGA.25.15_1,2025,Sep-Dec,20253,2.0
NGA.25.16_1,2021,Sep-Dec,20213,2.0
NGA.25.16_1,2022,Jan-May,20221,1.0
NGA.25.16_1,2022,Sep-Dec,20223,2.0
NGA.25.16_1,2023,Jan-May,20231,2.0
NGA.25.16_1,2023,Sep-Dec,20233,2.0
NGA.25.16_1,2024,Jan-May,20241,2.0
NGA.25.16_1,2024,Sep-Dec,20243,2.0
NGA.25.16_1,2025,Jan-May,20251,2.0
NGA.25.16_1,2025,Sep-Dec,20253,2.0
NGA.25.17_1,2021,Sep-Dec,20213,2.0
NGA.25.17_1,2022,Jan-May,20221,1.0
NGA.25.17_1,2022,Sep-Dec,20223,2.0
NGA.25.17_1,2023,Jan-May,20231,2.0
NGA.25.17_1,2023,Sep-Dec,20233,2.0
NGA.25.17_1,2024,Jan-May,20241,2.0
NGA.25.17_1,2024,Sep-Dec,20243,2.0
NGA.25.17_1,2025,Jan-May,20251,2.0
NGA.25.17_1,2025,Sep-Dec,20253,2.0
NGA.25.18_1,2021,Sep-Dec,20213,2.0
NGA.25.18_1,2022,Jan-May,20221,1.0
NGA.25.18_1,2022,Sep-Dec,20223,2.0
NGA.25.18_1,2023,Jan-May,20231,2.0
NGA.25.18_1,2023,Sep-Dec,20233,2.0
NGA.25.18_1,2024,Jan-May,20241,2.0
NGA.25.18_1,2024,Sep-Dec,20243,2.0
NGA.25.18_1,2025,Jan-May,20251,2.0
NGA.25.18_1,2025,Sep-Dec,20253,2.0
NGA.25.19_1,2021,Sep-Dec,20213,2.0
NGA.25.19_1,2022,Jan-May,20221,2.0
NGA.25.19_1,2022,Sep-Dec,20223,2.0
NGA.25.19_1,2023,Jan-May,20231,2.0
NGA.25.19_1,2023,Jan-May,20231,2.0
NGA.25.19_1,2023,Sep-Dec,20233,2.0
NGA.25.19_1,2024,Jan-May,20241,2.0
NGA.25.19_1,2024,Sep-Dec,20243,2.0
NGA.25.19_1,2025,Jan-May,20251,2.0
NGA.25.19_1,2025,Sep-Dec,20253,2.0
NGA.25.1_1,2021,Sep-Dec,20213,2.0
NGA.25.1_1,2022,Jan-May,20221,1.0
NGA.25.1_1,2022,Sep-Dec,20223,2.0
NGA.25.1_1,2023,Jan-May,20231,2.0
NGA.25.1_1,2023,Sep-Dec,20233,2.0
NGA.25.1_1,2024,Jan-May,20241,2.0
NGA.25.1_1,2024,Sep-Dec,20243,2.0
NGA.25.1_1,2025,Jan-May,20251,2.0
NGA.25.1_1,2025,Sep-Dec,20253,2.0
NGA.25.20_1,2021,Sep-Dec,20213,2.0
NGA.25.20_1,2022,Jan-May,20221,2.0
NGA.25.20_1,2022,Sep-Dec,20223,1.0
NGA.25.20_1,2023,Sep-Dec,20233,1.0
NGA.25.20_1,2024,Jan-May,20241,2.0
NGA.25.20_1,2024,Sep-Dec,20243,2.0
NGA.25.20_1,2025,Jan-May,20251,2.0
NGA.25.20_1,2025,Sep-Dec,20253,2.0
NGA.25.2_1,2021,Sep-Dec,20213,2.0
NGA.25.2_1,2022,Jan-May,20221,1.0
NGA.25.2_1,2022,Sep-Dec,20223,2.0
NGA.25.2_1,2023,Jan-May,20231,2.0
NGA.25.2_1,2023,Sep-Dec,20233,2.0
NGA.25.2_1,2024,Jan-May,20241,2.0
NGA.25.2_1,2024,Sep-Dec,20243,2.0
NGA.25.2_1,2025,Jan-May,20251,2.0
NGA.25.2_1,2025,Sep-Dec,20253,2.0
NGA.25.3_1,2021,Sep-Dec,20213,2.0
NGA.25.3_1,2022,Jan-May,20221,1.0
NGA.25.3_1,2022,Sep-Dec,20223,2.0
NGA.25.3_1,2023,Jan-May,20231,2.0
NGA.25.3_1,2023,Sep-Dec,20233,2.0
NGA.25.3_1,2024,Jan-May,20241,2.0
NGA.25.3_1,2024,Sep-Dec,20243,2.0
NGA.25.3_1,2025,Jan-May,20251,2.0
NGA.25.3_1,2025,Sep-Dec,20253,2.0
NGA.25.4_1,2021,Sep-Dec,20213,2.0
NGA.25.4_1,2022,Jan-May,20221,1.0
NGA.25.4_1,2022,Sep-Dec,20223,2.0
NGA.25.4_1,2023,Jan-May,20231,2.0
NGA.25.4_1,2023,Sep-Dec,20233,2.0
NGA.25.4_1,2024,Jan-May,20241,2.0
NGA.25.4_1,2024,Sep-Dec,20243,2.0
NGA.25.4_1,2025,Jan-May,20251,2.0
NGA.25.4_1,2025,Sep-Dec,20253,2.0
NGA.25.5_1,2021,Sep-Dec,20213,2.0
NGA.25.5_1,2022,Jan-May,20221,2.0
NGA.25.5_1,2022,Sep-Dec,20223,1.0
NGA.25.5_1,2023,Jan-May,20231,2.0
NGA.25.5_1,2023,Sep-Dec,20233,1.0
NGA.25.5_1,2024,Jan-May,20241,2.0
NGA.25.5_1,2024,Sep-Dec,20243,2.0
NGA.25.5_1,2025,Jan-May,20251,2.0
NGA.25.5_1,2025,Sep-Dec,20253,2.0
NGA.25.6_1,2021,Sep-Dec,20213,2.0
NGA.25.6_1,2022,Jan-May,20221,1.0
NGA.25.6_1,2022,Sep-Dec,20223,2.0
NGA.25.6_1,2023,Jan-May,20231,2.0
NGA.25.6_1,2023,Sep-Dec,20233,2.0
NGA.25.6_1,2024,Jan-May,20241,2.0
NGA.25.6_1,2024,Sep-Dec,20243,2.0
NGA.25.6_1,2025,Jan-May,20251,2.0
NGA.25.6_1,2025,Sep-Dec,20253,2.0
NGA.25.7_1,2022,Jan-May,20221,2.0
NGA.25.7_1,2022,Sep-Dec,20223,2.0
NGA.25.7_1,2023,Jan-May,20231,2.0
NGA.25.7_1,2023,Sep-Dec,20233,2.0
NGA.25.7_1,2024,Jan-May,20241,2.0
NGA.25.7_1,2024,Sep-Dec,20243,2.0
NGA.25.7_1,2025,Jan-May,20251,2.0
NGA.25.7_1,2025,Sep-Dec,20253,2.0
NGA.25.8_1,2021,Sep-Dec,20213,2.0
NGA.25.8_1,2022,Jan-May,20221,2.0
NGA.25.8_1,2022,Sep-Dec,20223,1.0
NGA.25.8_1,2023,Jan-May,20231,2.0
NGA.25.8_1,2023,Sep-Dec,20233,1.0
NGA.25.8_1,2024,Jan-May,20241,2.0
NGA.25.8_1,2024,Sep-Dec,20243,2.0
NGA.25.8_1,2025,Jan-May,20251,2.0
NGA.25.8_1,2025,Sep-Dec,20253,2.0
NGA.25.9_1,2021,Sep-Dec,20213,2.0
NGA.25.9_1,2022,Jan-May,20221,2.0
NGA.25.9_1,2022,Sep-Dec,20223,2.0
NGA.25.9_1,2023,Jan-May,20231,2.0
NGA.25.9_1,2023,Sep-Dec,20233,2.0
NGA.25.9_1,2024,Jan-May,20241,2.0
NGA.25.9_1,2024,Sep-Dec,20243,2.0
NGA.25.9_1,2025,Jan-May,20251,2.0
NGA.25.9_1,2025,Sep-Dec,20253,2.0
NGA.26.10_1,2022,Sep-Dec,20223,1.0
NGA.26.10_1,2023,Jan-May,20231,2.0
NGA.26.10_1,2023,Sep-Dec,20233,2.0
NGA.26.10_1,2024,Jan-May,20241,2.0
NGA.26.10_1,2024,Sep-Dec,20243,2.0
NGA.26.10_1,2025,Jan-May,20251,2.0
NGA.26.10_1,2025,Sep-Dec,20253,2.0
NGA.26.11_1,2022,Sep-Dec,20223,2.0
NGA.26.11_1,2023,Jan-May,20231,2.0
NGA.26.11_1,2023,Sep-Dec,20233,2.0
NGA.26.11_1,2024,Jan-May,20241,2.0
NGA.26.11_1,2024,Sep-Dec,20243,2.0
NGA.26.11_1,2025,Jan-May,20251,2.0
NGA.26.11_1,2025,Sep-Dec,20253,2.0
NGA.26.12_1,2022,Sep-Dec,20223,1.0
NGA.26.12_1,2023,Jan-May,20231,2.0
NGA.26.12_1,2023,Sep-Dec,20233,2.0
NGA.26.12_1,2024,Jan-May,20241,2.0
NGA.26.12_1,2024,Sep-Dec,20243,2.0
NGA.26.12_1,2025,Jan-May,20251,2.0
NGA.26.12_1,2025,Sep-Dec,20253,2.0
NGA.26.13_1,2022,Sep-Dec,20223,1.0
NGA.26.13_1,2023,Jan-May,20231,2.0
NGA.26.13_1,2023,Sep-Dec,20233,2.0
NGA.26.13_1,2024,Jan-May,20241,2.0
NGA.26.13_1,2024,Sep-Dec,20243,2.0
NGA.26.13_1,2025,Jan-May,20251,2.0
NGA.26.13_1,2025,Sep-Dec,20253,2.0
NGA.26.1_1,2022,Sep-Dec,20223,1.0
NGA.26.1_1,2023,Jan-May,20231,2.0
NGA.26.1_1,2023,Sep-Dec,20233,2.0
NGA.26.1_1,2024,Jan-May,20241,2.0
NGA.26.1_1,2024,Sep-Dec,20243,2.0
NGA.26.1_1,2025,Jan-May,20251,2.0
NGA.26.1_1,2025,Sep-Dec,20253,2.0
NGA.26.2_1,2022,Sep-Dec,20223,2.0
NGA.26.2_1,2023,Jan-May,20231,2.0
NGA.26.2_1,2023,Sep-Dec,20233,2.0
NGA.26.2_1,2024,Jan-May,20241,2.0
NGA.26.2_1,2024,Sep-Dec,20243,2.0
NGA.26.2_1,2025,Jan-May,20251,2.0
NGA.26.2_1,2025,Sep-Dec,20253,2.0
NGA.26.3_1,2022,Sep-Dec,20223,2.0
NGA.26.3_1,2023,Jan-May,20231,2.0
NGA.26.3_1,2023,Sep-Dec,20233,2.0
NGA.26.3_1,2024,Jan-May,20241,2.0
NGA.26.3_1,2024,Sep-Dec,20243,2.0
NGA.26.3_1,2025,Jan-May,20251,2.0
NGA.26.3_1,2025,Sep-Dec,20253,2.0
NGA.26.4_1,2022,Sep-Dec,20223,1.0
NGA.26.4_1,2023,Jan-May,20231,2.0
NGA.26.4_1,2023,Sep-Dec,20233,2.0
NGA.26.4_1,2024,Jan-May,20241,2.0
NGA.26.4_1,2024,Sep-Dec,20243,2.0
NGA.26.4_1,2025,Jan-May,20251,2.0
NGA.26.4_1,2025,Sep-Dec,20253,2.0
NGA.26.5_1,2022,Sep-Dec,20223,2.0
NGA.26.5_1,2023,Jan-May,20231,2.0
NGA.26.5_1,2023,Sep-Dec,20233,2.0
NGA.26.5_1,2024,Jan-May,20241,2.0
NGA.26.5_1,2024,Sep-Dec,20243,2.0
NGA.26.5_1,2025,Jan-May,20251,2.0
NGA.26.5_1,2025,Sep-Dec,20253,2.0
NGA.26.6_1,2022,Sep-Dec,20223,1.0
NGA.26.6_1,2023,Jan-May,20231,2.0
NGA.26.6_1,2023,Sep-Dec,20233,2.0
NGA.26.6_1,2024,Jan-May,20241,2.0
NGA.26.6_1,2024,Sep-Dec,20243,2.0
NGA.26.6_1,2025,Jan-May,20251,2.0
NGA.26.6_1,2025,Sep-Dec,20253,2.0
NGA.26.7_1,2022,Sep-Dec,20223,1.0
NGA.26.7_1,2023,Jan-May,20231,2.0
NGA.26.7_1,2023,Sep-Dec,20233,2.0
NGA.26.7_1,2024,Jan-May,20241,2.0
NGA.26.7_1,2024,Sep-Dec,20243,2.0
NGA.26.7_1,2025,Jan-May,20251,2.0
NGA.26.7_1,2025,Sep-Dec,20253,2.0
NGA.26.8_1,2022,Sep-Dec,20223,2.0
NGA.26.8_1,2023,Jan-May,20231,2.0
NGA.26.8_1,2023,Sep-Dec,20233,2.0
NGA.26.8_1,2024,Jan-May,20241,2.0
NGA.26.8_1,2024,Sep-Dec,20243,2.0
NGA.26.8_1,2025,Jan-May,20251,2.0
NGA.26.8_1,2025,Sep-Dec,20253,2.0
NGA.26.9_1,2022,Sep-Dec,20223,1.0
NGA.26.9_1,2023,Jan-May,20231,2.0
NGA.26.9_1,2023,Sep-Dec,20233,2.0
NGA.26.9_1,2024,Jan-May,20241,2.0
NGA.26.9_1,2024,Sep-Dec,20243,2.0
NGA.26.9_1,2025,Jan-May,20251,2.0
NGA.26.9_1,2025,Sep-Dec,20253,2.0
NGA.27.10_1,2019,Sep-Dec,20193,1.0
NGA.27.10_1,2020,Jan-May,20201,1.0
NGA.27.10_1,2020,Sep-Dec,20203,2.0
NGA.27.10_1,2021,Jan-May,20211,1.0
NGA.27.10_1,2021,Sep-Dec,20213,1.0
NGA.27.10_1,2022,Jan-May,20221,1.0
NGA.27.10_1,2022,Sep-Dec,20223,2.0
NGA.27.10_1,2023,Jan-May,20231,1.0
NGA.27.10_1,2023,Sep-Dec,20233,2.0
NGA.27.10_1,2024,Jan-May,20241,2.0
NGA.27.10_1,2024,Sep-Dec,20243,2.0
NGA.27.10_1,2025,Jan-May,20251,2.0
NGA.27.10_1,2025,Sep-Dec,20253,2.0
NGA.27.11_1,2019,Sep-Dec,20193,1.0
NGA.27.11_1,2020,Jan-May,20201,1.0
NGA.27.11_1,2020,Sep-Dec,20203,2.0
NGA.27.11_1,2021,Jan-May,20211,2.0
NGA.27.11_1,2021,Sep-Dec,20213,2.0
NGA.27.11_1,2022,Jan-May,20221,2.0
NGA.27.11_1,2022,Sep-Dec,20223,2.0
NGA.27.11_1,2023,Jan-May,20231,2.0
NGA.27.11_1,2023,Sep-Dec,20233,2.0
NGA.27.11_1,2024,Jan-May,20241,2.0
NGA.27.11_1,2024,Sep-Dec,20243,3.0
NGA.27.11_1,2025,Jan-May,20251,2.0
NGA.27.11_1,2025,Sep-Dec,20253,2.0
NGA.27.12_1,2019,Sep-Dec,20193,1.0
NGA.27.12_1,2020,Jan-May,20201,1.0
NGA.27.12_1,2020,Sep-Dec,20203,2.0
NGA.27.12_1,2021,Jan-May,20211,1.0
NGA.27.12_1,2021,Sep-Dec,20213,1.0
NGA.27.12_1,2022,Jan-May,20221,1.0
NGA.27.12_1,2022,Sep-Dec,20223,2.0
NGA.27.12_1,2023,Jan-May,20231,1.0
NGA.27.12_1,2023,Sep-Dec,20233,2.0
NGA.27.12_1,2024,Jan-May,20241,2.0
NGA.27.12_1,2024,Sep-Dec,20243,2.0
NGA.27.12_1,2025,Jan-May,20251,2.0
NGA.27.12_1,2025,Sep-Dec,20253,2.0
NGA.27.13_1,2019,Sep-Dec,20193,1.0
NGA.27.13_1,2020,Jan-May,20201,1.0
NGA.27.13_1,2020,Sep-Dec,20203,2.0
NGA.27.13_1,2021,Jan-May,20211,1.0
NGA.27.13_1,2021,Sep-Dec,20213,1.0
NGA.27.13_1,2022,Jan-May,20221,1.0
NGA.27.13_1,2022,Sep-Dec,20223,2.0
NGA.27.13_1,2023,Jan-May,20231,1.0
NGA.27.13_1,2023,Sep-Dec,20233,2.0
NGA.27.13_1,2024,Jan-May,20241,2.0
NGA.27.13_1,2024,Sep-Dec,20243,2.0
NGA.27.13_1,2025,Jan-May,20251,2.0
NGA.27.13_1,2025,Sep-Dec,20253,2.0
NGA.27.14_1,2019,Sep-Dec,20193,1.0
NGA.27.14_1,2020,Jan-May,20201,1.0
NGA.27.14_1,2020,Sep-Dec,20203,2.0
NGA.27.14_1,2021,Jan-May,20211,2.0
NGA.27.14_1,2021,Sep-Dec,20213,2.0
NGA.27.14_1,2022,Jan-May,20221,2.0
NGA.27.14_1,2022,Sep-Dec,20223,2.0
NGA.27.14_1,2023,Jan-May,20231,2.0
NGA.27.14_1,2023,Sep-Dec,20233,2.0
NGA.27.14_1,2024,Jan-May,20241,2.0
NGA.27.14_1,2024,Sep-Dec,20243,3.0
NGA.27.14_1,2025,Jan-May,20251,2.0
NGA.27.14_1,2025,Sep-Dec,20253,2.0
NGA.27.15_1,2019,Sep-Dec,20193,1.0
NGA.27.15_1,2020,Jan-May,20201,1.0
NGA.27.15_1,2020,Sep-Dec,20203,2.0
NGA.27.15_1,2021,Jan-May,20211,2.0
NGA.27.15_1,2021,Sep-Dec,20213,2.0
NGA.27.15_1,2022,Jan-May,20221,2.0
NGA.27.15_1,2022,Sep-Dec,20223,2.0
NGA.27.15_1,2023,Jan-May,20231,2.0
NGA.27.15_1,2023,Sep-Dec,20233,2.0
NGA.27.15_1,2024,Jan-May,20241,2.0
NGA.27.15_1,2024,Sep-Dec,20243,3.0
NGA.27.15_1,2025,Jan-May,20251,2.0
NGA.27.15_1,2025,Sep-Dec,20253,2.0
NGA.27.16_1,2019,Sep-Dec,20193,1.0
NGA.27.16_1,2020,Jan-May,20201,1.0
NGA.27.16_1,2020,Sep-Dec,20203,2.0
NGA.27.16_1,2021,Jan-May,20211,2.0
NGA.27.16_1,2021,Sep-Dec,20213,2.0
NGA.27.16_1,2022,Jan-May,20221,2.0
NGA.27.16_1,2022,Sep-Dec,20223,2.0
NGA.27.16_1,2023,Jan-May,20231,2.0
NGA.27.16_1,2023,Sep-Dec,20233,2.0
NGA.27.16_1,2024,Jan-May,20241,2.0
NGA.27.16_1,2024,Sep-Dec,20243,3.0
NGA.27.16_1,2025,Jan-May,20251,2.0
NGA.27.16_1,2025,Sep-Dec,20253,2.0
NGA.27.17_1,2019,Sep-Dec,20193,1.0
NGA.27.17_1,2020,Jan-May,20201,1.0
NGA.27.17_1,2020,Sep-Dec,20203,2.0
NGA.27.17_1,2021,Jan-May,20211,1.0
NGA.27.17_1,2021,Sep-Dec,20213,2.0
NGA.27.17_1,2022,Jan-May,20221,1.0
NGA.27.17_1,2022,Sep-Dec,20223,2.0
NGA.27.17_1,2023,Jan-May,20231,1.0
NGA.27.17_1,2023,Sep-Dec,20233,2.0
NGA.27.17_1,2024,Jan-May,20241,2.0
NGA.27.17_1,2024,Sep-Dec,20243,2.0
NGA.27.17_1,2025,Jan-May,20251,2.0
NGA.27.17_1,2025,Sep-Dec,20253,2.0
NGA.27.18_1,2019,Sep-Dec,20193,1.0
NGA.27.18_1,2020,Jan-May,20201,1.0
NGA.27.18_1,2020,Sep-Dec,20203,2.0
NGA.27.18_1,2021,Jan-May,20211,3.0
NGA.27.18_1,2021,Sep-Dec,20213,2.0
NGA.27.18_1,2022,Jan-May,20221,2.0
NGA.27.18_1,2022,Sep-Dec,20223,2.0
NGA.27.18_1,2023,Jan-May,20231,2.0
NGA.27.18_1,2023,Sep-Dec,20233,2.0
NGA.27.18_1,2024,Jan-May,20241,3.0
NGA.27.18_1,2024,Sep-Dec,20243,3.0
NGA.27.18_1,2025,Jan-May,20251,2.0
NGA.27.18_1,2025,Sep-Dec,20253,2.0
NGA.27.19_1,2019,Sep-Dec,20193,1.0
NGA.27.19_1,2020,Jan-May,20201,1.0
NGA.27.19_1,2020,Sep-Dec,20203,2.0
NGA.27.19_1,2021,Jan-May,20211,3.0
NGA.27.19_1,2021,Sep-Dec,20213,2.0
NGA.27.19_1,2022,Jan-May,20221,2.0
NGA.27.19_1,2022,Sep-Dec,20223,2.0
NGA.27.19_1,2023,Jan-May,20231,2.0
NGA.27.19_1,2023,Sep-Dec,20233,2.0
NGA.27.19_1,2024,Jan-May,20241,3.0
NGA.27.19_1,2024,Sep-Dec,20243,3.0
NGA.27.19_1,2025,Jan-May,20251,2.0
NGA.27.19_1,2025,Sep-Dec,20253,2.0
NGA.27.1_1,2019,Sep-Dec,20193,1.0
NGA.27.1_1,2020,Jan-May,20201,1.0
NGA.27.1_1,2020,Sep-Dec,20203,2.0
NGA.27.1_1,2021,Jan-May,20211,1.0
NGA.27.1_1,2021,Sep-Dec,20213,1.0
NGA.27.1_1,2022,Jan-May,20221,1.0
NGA.27.1_1,2022,Sep-Dec,20223,2.0
NGA.27.1_1,2023,Jan-May,20231,1.0
NGA.27.1_1,2023,Sep-Dec,20233,2.0
NGA.27.1_1,2024,Jan-May,20241,2.0
NGA.27.1_1,2024,Sep-Dec,20243,2.0
NGA.27.1_1,2025,Jan-May,20251,2.0
NGA.27.1_1,2025,Sep-Dec,20253,2.0
NGA.27.20_1,2019,Sep-Dec,20193,1.0
NGA.27.20_1,2020,Jan-May,20201,1.0
NGA.27.20_1,2020,Sep-Dec,20203,2.0
NGA.27.20_1,2021,Jan-May,20211,3.0
NGA.27.20_1,2021,Sep-Dec,20213,2.0
NGA.27.20_1,2022,Jan-May,20221,2.0
NGA.27.20_1,2022,Sep-Dec,20223,2.0
NGA.27.20_1,2023,Jan-May,20231,2.0
NGA.27.20_1,2023,Sep-Dec,20233,2.0
NGA.27.20_1,2024,Jan-May,20241,3.0
NGA.27.20_1,2024,Sep-Dec,20243,3.0
NGA.27.20_1,2025,Jan-May,20251,2.0
NGA.27.20_1,2025,Sep-Dec,20253,2.0
NGA.27.21_1,2019,Sep-Dec,20193,1.0
NGA.27.21_1,2020,Jan-May,20201,1.0
NGA.27.21_1,2020,Sep-Dec,20203,2.0
NGA.27.21_1,2021,Jan-May,20211,2.0
NGA.27.21_1,2021,Sep-Dec,20213,2.0
NGA.27.21_1,2022,Jan-May,20221,2.0
NGA.27.21_1,2022,Sep-Dec,20223,2.0
NGA.27.21_1,2023,Jan-May,20231,2.0
NGA.27.21_1,2023,Sep-Dec,20233,2.0
NGA.27.21_1,2024,Jan-May,20241,2.0
NGA.27.21_1,2024,Sep-Dec,20243,3.0
NGA.27.21_1,2025,Jan-May,20251,2.0
NGA.27.21_1,2025,Sep-Dec,20253,2.0
NGA.27.22_1,2019,Sep-Dec,20193,1.0
NGA.27.22_1,2020,Jan-May,20201,1.0
NGA.27.22_1,2020,Sep-Dec,20203,2.0
NGA.27.22_1,2021,Jan-May,20211,3.0
NGA.27.22_1,2021,Sep-Dec,20213,2.0
NGA.27.22_1,2022,Jan-May,20221,2.0
NGA.27.22_1,2022,Sep-Dec,20223,2.0
NGA.27.22_1,2023,Jan-May,20231,2.0
NGA.27.22_1,2023,Sep-Dec,20233,2.0
NGA.27.22_1,2024,Jan-May,20241,3.0
NGA.27.22_1,2024,Sep-Dec,20243,3.0
NGA.27.22_1,2025,Jan-May,20251,2.0
NGA.27.22_1,2025,Sep-Dec,20253,2.0
NGA.27.23_1,2019,Sep-Dec,20193,1.0
NGA.27.23_1,2020,Jan-May,20201,1.0
NGA.27.23_1,2020,Sep-Dec,20203,2.0
NGA.27.23_1,2021,Jan-May,20211,3.0
NGA.27.23_1,2021,Sep-Dec,20213,2.0
NGA.27.23_1,2022,Jan-May,20221,2.0
NGA.27.23_1,2022,Sep-Dec,20223,2.0
NGA.27.23_1,2023,Jan-May,20231,2.0
NGA.27.23_1,2023,Sep-Dec,20233,2.0
NGA.27.23_1,2024,Jan-May,20241,3.0
NGA.27.23_1,2024,Sep-Dec,20243,3.0
NGA.27.23_1,2025,Jan-May,20251,2.0
NGA.27.23_1,2025,Sep-Dec,20253,2.0
NGA.27.24_1,2019,Sep-Dec,20193,1.0
NGA.27.24_1,2020,Jan-May,20201,1.0
NGA.27.24_1,2020,Sep-Dec,20203,2.0
NGA.27.24_1,2021,Jan-May,20211,3.0
