GID_2,exercise_year,exercise_label,phase_class,population,ndvi_mean_6m,rainfall_sum_6m,lst_mean_6m,nightlight_mean_6m,ndvi_mean_3m,rainfall_sum_3m,conflict_events_6m,conflict_fatalities_6m
NGA.25.10_1,2025,Jan-May,2.0,1354177.0,0.19095423446816687,587.8904011125722,32.714865614047746,12.115598439959335,0.23079881900365448,361.3689494827132,0,0
NGA.25.11_1,2025,Jan-May,2.0,1180244.0,0.20139532788513378,604.3529945187664,33.2460462078181,21.07437024945004,0.24878219261655454,353.39860597135385,0,0
NGA.25.12_1,2025,Jan-May,2.0,1253609.0,0.3825621666228227,681.5326088489062,30.17431749790444,6.125261133561254,0.45989709199508555,386.22603843481545,1,1
NGA.25.13_1,2025,Jan-May,2.0,1700381.0,0.30975056276490853,709.8910824081321,30.541704510905202,12.947313817365844,0.3852948636387696,414.3074008365098,0,0
NGA.25.14_1,2025,Jan-May,2.0,1564358.0,0.21293343827450775,773.4578056646048,29.462043431848645,3.890059877685274,0.2541618441657618,426.0284264288522,0,0
NGA.25.15_1,2025,Jan-May,2.0,1145219.0,0.16509006899363482,748.8929780920879,31.832044464058058,18.481031088173246,0.1909329684317719,425.95362408037346,0,0
NGA.25.16_1,2025,Jan-May,2.0,2404291.0,0.17359921429100877,661.4708588524595,33.56250984464353,18.015573653145562,0.2166381995404343,359.12220867154116,0,0
NGA.25.17_1,2025,Jan-May,2.0,1712952.0,0.39347913821345704,631.5544158053214,27.88894675517866,3.4461340524969137,0.46835272864200106,363.88959078511226,0,0
NGA.25.18_1,2025,Jan-May,2.0,2064130.0,0.2522866220538719,616.0242459859749,32.76325769052608,13.788260605182707,0.32108521885521873,342.0447338385111,0,0
NGA.25.19_1,2025,Jan-May,2.0,1865049.0,0.16777184253886376,756.3164260833751,33.56670969456627,20.685658125756458,0.2042650297299233,440.6408407871067,0,0
NGA.25.20_1,2025,Jan-May,2.0,2318500.0,0.1601374632399949,650.7020919456929,33.79955802463833,17.78253325794947,0.17498366577164046,346.729204373696,0,0
NGA.26.1_1,2025,Jan-May,2.0,157014.0,0.47066496693531734,1087.254405669924,29.128649906456943,0.3822632648542592,0.5549204843763298,192.36422514298977,0,0
NGA.26.2_1,2025,Jan-May,2.0,154767.0,0.4737854138196555,721.8779500217731,30.603506714551845,0.3391204713539802,0.4947430373228095,169.75655619936668,0,0
NGA.26.3_1,2025,Jan-May,2.0,193249.0,0.4747996358821785,800.1535515858908,29.885042046918084,0.3491765558350126,0.4751807705762589,241.59219632838202,0,0
NGA.26.4_1,2025,Jan-May,2.0,284428.0,0.4346827632992998,900.9575522521352,30.354317843380514,0.8585582932215776,0.4830987468412909,184.33960597959697,0,0
NGA.26.5_1,2025,Jan-May,2.0,109706.0,0.5031183574693258,792.1935654857396,30.594370830479594,0.34387819255966035,0.5152726815393263,208.63684650975327,0,0
NGA.26.6_1,2025,Jan-May,2.0,128269.0,0.38125269831002195,872.918520183875,31.37862647881595,1.1892423259884108,0.43543973970919697,178.37300164541205,0,0
NGA.26.7_1,2025,Jan-May,2.0,161466.0,0.4572462528942049,944.0061437759314,29.774888832419492,0.4234282311889271,0.5294087600803121,186.60020891702254,0,0
NGA.26.8_1,2025,Jan-May,2.0,457827.0,0.4507535940678995,988.5151714946916,30.421402338820027,0.4081796906723165,0.46643324760883814,213.9537911127118,0,0
NGA.26.9_1,2025,Jan-May,2.0,262776.0,0.47254662244254253,761.4626592196779,30.16989613574756,0.3682317845784775,0.48297105245870015,221.20509484585062,1,3
NGA.26.10_1,2025,Jan-May,2.0,206430.0,0.4651223186459969,1080.1858029138473,29.47362206151064,0.3342932683344198,0.5298253758191762,211.55818259264007,0,0
NGA.26.11_1,2025,Jan-May,2.0,163641.0,0.46505268826124313,911.1832471242811,31.11160648914796,0.362052634205624,0.4656865107745161,215.69462439436884,0,0
NGA.26.12_1,2025,Jan-May,2.0,164725.0,0.5443440160135699,703.06118797758,28.904767645365315,0.38030828903090486,0.567912515697594,229.45269509214458,0,0
NGA.26.13_1,2025,Jan-May,2.0,100902.0,0.5456009410560079,1111.8302491381278,28.791105736070353,0.2977690574110831,0.6088382155563976,172.0761973247673,0,0
NGA.27.1_1,2025,Jan-May,2.0,241230.0,0.43736798788633435,628.0849771182578,30.667769202451407,0.39866441649101697,0.4324901178812837,183.40796503419816,0,0
NGA.27.2_1,2025,Jan-May,2.0,104623.0,0.48109793188290934,791.8308229669206,30.187558834194437,0.32603043834634243,0.4390531105608669,108.86085498298571,0,0
NGA.27.3_1,2025,Jan-May,2.0,338850.0,0.4162705712329808,692.2539881007378,31.631161325084882,2.335664565056606,0.3776710707132171,195.6202190331093,0,0
NGA.27.4_1,2025,Jan-May,2.0,315623.0,0.5451783194077212,881.3930884905433,29.727538170982104,0.3558053391613641,0.49783180093220497,143.81943767874918,0,0
NGA.27.5_1,2025,Jan-May,2.0,270526.0,0.4595692469356767,688.6054734327076,30.67874414246158,0.6262861765453752,0.46480408294518333,199.65649348747237,0,0
NGA.27.6_1,2025,Jan-May,2.0,374569.0,0.33634786531844646,698.0126486449226,32.79393026074106,3.621634611299004,0.3322937592163469,186.09374851119907,0,0
NGA.27.7_1,2025,Jan-May,2.0,291850.0,0.4619266104022164,567.6584103236698,30.330861885289767,0.3746788032723614,0.4461649803695363,183.20133720315795,0,0
NGA.27.8_1,2025,Jan-May,2.0,231639.0,0.4598914864985213,656.6119710303844,30.81720881368388,0.3867960238154262,0.44641490902657227,192.80965512505563,0,0
NGA.27.9_1,2025,Jan-May,2.0,167724.0,0.451956813753514,909.2122494314635,30.045895158193026,0.4273280489707712,0.5133627645155873,268.8497257413043,0,0
NGA.27.10_1,2025,Jan-May,2.0,220715.0,0.44177806607738396,634.6403291277853,29.854830493497857,0.38224884953147237,0.43963616888110885,170.68776782786892,0,0
NGA.27.11_1,2025,Jan-May,2.0,284124.0,0.46002833094904044,893.3789843286418,29.65745578914138,0.4455996486831793,0.47462796682193636,236.10562094992056,0,0
NGA.27.12_1,2025,Jan-May,2.0,210098.0,0.49117137435732827,688.8449828419198,29.848356221111533,0.39371337592512284,0.49463240309100115,194.82882409169562,0,0
NGA.27.13_1,2025,Jan-May,2.0,383230.0,0.502238568903386,666.1134481652222,30.227951776860465,0.3818429413552516,0.5007154819366116,200.93374223801527,0,0
NGA.27.14_1,2025,Jan-May,2.0,331395.0,0.4677314977995026,884.4437378215293,30.58732033339011,0.3660745589108718,0.4533442517890722,191.70711299659988,0,0
NGA.27.15_1,2025,Jan-May,2.0,364504.0,0.4836669976972941,857.0049537813725,29.073152611054365,0.4127882859740795,0.49966059397913015,203.73326899935623,0,0
NGA.27.16_1,2025,Jan-May,2.0,392984.0,0.49218929307443865,785.314075505513,29.434353856921337,0.35305457793645206,0.5049121289883035,215.3727002490434,0,0
NGA.27.17_1,2025,Jan-May,2.0,439831.0,0.46089663313635754,651.5883900108058,29.474312411919822,0.41429421412662837,0.45832763166285106,203.08589815165928,0,0
NGA.27.18_1,2025,Jan-May,2.0,188936.0,0.44901969030243544,933.3348978176712,27.849942591221346,0.36128742027776567,0.5049499199489745,302.5988374309826,0,0
NGA.27.19_1,2025,Jan-May,2.0,288892.0,0.4524748846296496,857.7674834278307,29.536401969505917,0.3696116305617889,0.4880418080987042,265.4402638748819,0,0
NGA.27.20_1,2025,Jan-May,2.0,335886.0,0.4731750553446554,806.4936845112371,29.460315356098004,0.40099939185248074,0.5200446493378635,203.7894362861145,0,0
NGA.27.21_1,2025,Jan-May,2.0,321925.0,0.46629457966757615,833.1114348854878,30.32675960415777,0.3336071094205366,0.4668701511089557,158.98619432842685,0,0
NGA.27.22_1,2025,Jan-May,2.0,430362.0,0.4446100721985758,841.8291942478147,28.513489285852213,0.45925817079902687,0.4995265285235286,234.982186403978,4,40
NGA.27.23_1,2025,Jan-May,2.0,392761.0,0.44776892091706944,880.7976657195211,30.93818568380948,0.7586210835559227,0.5079570714618842,229.62160438724212,0,0
NGA.27.24_1,2025,Jan-May,2.0,151903.0,0.39476478532820686,881.2015820774847,29.891957433515405,2.1097972572998693,0.4290859314053271,231.0333304559501,0,0
NGA.27.25_1,2025,Jan-May,2.0,149296.0,0.47943921162039516,704.7754530483141,30.248432270646912,0.3579510911737153,0.5056987406394343,216.81433506877656,0,0
NGA.28.2_1,2025,Jan-May,2.0,467640.0,0.5350364308150682,666.3118085236141,28.332974556126263,0.6192598500401805,0.6320965154818784,383.3117140955735,0,0
NGA.28.1_1,2025,Jan-May,2.0,588793.0,0.3153317430945889,585.5132166134576,33.25348702576683,2.5581380631478536,0.3451820783942717,348.68889385192125,0,0
NGA.28.3_1,2025,Jan-May,2.0,1240282.0,0.45644020278452513,632.647151830657,29.92832032433378,2.671902484623582,0.5622645313384492,395.0454584986439,0,0
NGA.28.6_1,2025,Jan-May,2.0,129601.0,0.5644822949115702,624.214820604859,28.774256148512517,1.347870420883516,0.6355678289871373,377.00042011616586,0,0
NGA.28.7_1,2025,Jan-May,2.0,1268341.0,0.47247108303651825,671.0842510350616,29.794837657499446,2.5104868561289266,0.5356341155440815,410.50185989707205,0,0
NGA.28.9_1,2025,Jan-May,2.0,257166.0,0.5232704730709471,900.3465991795972,25.973519708052034,0.5094705117495786,0.6753672566208762,493.85958053668867,0,0
NGA.28.10_1,2025,Jan-May,2.0,659894.0,0.5281375477617897,795.0422732500124,26.720167729874905,0.5592925948700881,0.6863707535010023,490.22857377143634,0,0
NGA.28.8_1,2025,Jan-May,2.0,161845.0,0.5282060182930541,821.2353988746344,27.27169572289411,0.7338209827929364,0.6618779818794261,494.7876785826269,0,0
NGA.28.11_1,2025,Jan-May,2.0,369705.0,0.45969376793230515,852.8186594630795,28.314628893450134,1.599265328464525,0.5800994116019283,508.78544199567233,2,2
NGA.28.12_1,2025,Jan-May,2.0,280210.0,0.4894141316021809,690.9915972569893,28.397090825085524,2.0181299205397623,0.6249376052389666,442.70666951688617,0,0
NGA.28.13_1,2025,Jan-May,2.0,195136.0,0.5405807166982625,760.8818845468688,28.619291434117773,0.42166593569167704,0.6712153919758076,343.8002841029695,1,1
NGA.28.14_1,2025,Jan-May,2.0,353770.0,0.5331333667687471,534.4614915442014,29.055521140197317,0.5571534676152375,0.6519156754772394,340.7111909974138,0,0
NGA.28.15_1,2025,Jan-May,2.0,552980.0,0.5443636641194477,652.2783679552531,28.02509318505052,1.2497452194517331,0.6609162207888969,396.7079459968087,0,0
NGA.28.16_1,2025,Jan-May,2.0,257639.0,0.560743946347899,703.8605357714283,27.73136017288721,0.527847568229688,0.6814408792767659,435.322419431817,0,0
NGA.28.17_1,2025,Jan-May,2.0,295595.0,0.5524161224261387,800.7660329588241,27.809247993393758,1.00457883805515,0.7014925118408927,491.5375984122121,0,0
NGA.28.18_1,2025,Jan-May,2.0,174600.0,0.5015516794226943,936.2470731297021,26.777999043391493,0.4321695195555852,0.6042860181542541,427.74692589394937,0,0
NGA.28.19_1,2025,Jan-May,2.0,140560.0,0.5708415951799806,666.2483034616168,27.812890770339994,0.9160101919796829,0.7203735906064125,413.9245387610164,0,0
NGA.28.20_1,2025,Jan-May,2.0,601943.0,0.49866532725722873,697.4215844812701,29.103007060670752,3.7179720151566618,0.6151375258244941,425.6272576163311,0,0
NGA.28.4_1,2025,Jan-May,2.0,432474.0,0.5560927237619769,602.6896521666885,28.780476612984444,0.5051210904549522,0.6468801826928954,321.60802907063965,0,0
NGA.28.5_1,2025,Jan-May,2.0,395993.0,0.5785746899252208,621.9628923750919,29.6141594353257,0.5692859672536964,0.664417476611839,386.69259200519144,0,0
NGA.32.1_1,2025,Jan-May,2.0,286758.0,0.4538741325915623,732.2905141375222,26.98872046794906,0.3966079288676681,0.4318659973840913,58.71038552866081,1,3
NGA.32.2_1,2025,Jan-May,2.0,302429.0,0.4826503399778422,787.0500758510675,27.39920325889675,0.4360676389005497,0.4460347831311145,66.93293938428752,0,0
NGA.32.3_1,2025,Jan-May,2.0,286354.0,0.43415604551674286,847.7774706578991,27.130362402648036,0.3406374816755433,0.48674828341330717,107.04930485282046,8,30
NGA.32.4_1,2025,Jan-May,2.0,143721.0,0.530295424052806,795.3549237574971,26.82949136450836,0.37479658521120696,0.5055884857270535,56.30005411285859,0,0
NGA.32.5_1,2025,Jan-May,2.0,689118.0,0.40098789998013107,746.5056807593364,27.729304301815986,2.3036579304953624,0.37988238450506023,60.2150101534926,0,0
NGA.32.6_1,2025,Jan-May,2.0,492438.0,0.41611176187195453,725.6938273911738,28.083912964378573,0.8131444047548043,0.40664275915860876,60.997402809030454,0,0
NGA.32.7_1,2025,Jan-May,2.0,267704.0,0.5040472621799016,728.6584599815466,30.165318492287728,0.3140217051398607,0.4639488703193801,108.64661709618004,0,0
NGA.32.8_1,2025,Jan-May,2.0,199942.0,0.5219123696765191,783.0616454280437,29.73594543824021,0.32593814299384555,0.4634811863850883,101.23870476040678,0,0
NGA.32.9_1,2025,Jan-May,2.0,156361.0,0.46694690858917726,704.9224798013908,31.778147081936325,0.2888797880046407,0.4233270887925064,157.04988493563954,0,0
NGA.32.10_1,2025,Jan-May,2.0,228153.0,0.46352017343686214,714.9849616945334,30.828999760695343,0.35322422483354493,0.4849068370315459,179.57596359821497,0,0
NGA.32.11_1,2025,Jan-May,2.0,475444.0,0.4857910333395066,769.2011764306123,27.534900738711936,0.3540267513947044,0.44904659823983056,78.78910101249953,1,1
NGA.32.12_1,2025,Jan-May,2.0,170093.0,0.46396302036236103,783.8925584709712,30.553436780048287,0.2873532637690976,0.42450686725883213,180.9721443916475,0,0
NGA.32.13_1,2025,Jan-May,2.0,302866.0,0.49070620637914386,777.5663181036487,27.64728348246959,0.325121712712743,0.49749068270967634,110.09227669552423,0,0
NGA.32.14_1,2025,Jan-May,2.0,314062.0,0.47277289238577075,884.1743608426183,29.804303351875845,0.29917492940224155,0.4949032183383613,189.76090388259988,0,0
NGA.32.15_1,2025,Jan-May,2.0,211680.0,0.4669548684387446,758.3497519754042,27.28312354011818,0.3793015728000433,0.5084025532868336,89.87964293514197,2,16
NGA.32.16_1,2025,Jan-May,2.0,326322.0,0.45234826344544404,784.2657602969052,31.193148420470795,0.3131970268354967,0.44427331077982685,193.4688810857572,0,0
NGA.32.17_1,2025,Jan-May,2.0,255577.0,0.46960950873534557,697.0974555815892,30.81169820432899,0.31606460210015963,0.482668905934225,183.9314027523043,0,0
NGA.33.1_1,2025,Jan-May,2.0,606269.0,0.5404169705679376,1312.3221966686192,26.153604276212363,1.5468797877276013,0.6489104887865923,504.84597553511526,0,0
NGA.33.2_1,2025,Jan-May,2.0,307466.0,0.5526628520887695,1224.6334057191568,26.771191800180336,0.8086982209271016,0.6530269288500848,422.9573027605867,0,0
NGA.33.3_1,2025,Jan-May,2.0,443949.0,0.5344888275305567,1320.0650720659278,26.528073687712908,4.642998199959941,0.6279070953408411,452.3214221788897,0,0
NGA.33.4_1,2025,Jan-May,2.0,124023.0,0.4387222467311707,1281.8024344740304,25.61304107126719,1.0228607416432813,0.5448307778783078,554.693482530519,0,0
NGA.33.5_1,2025,Jan-May,2.0,411672.0,0.411772746918861,1717.380241159587,26.45523303869581,4.068804914639143,0.5086568560704624,696.9093192433763,0,0
NGA.33.6_1,2025,Jan-May,2.0,395058.0,0.42521393086382925,1155.4063797354493,26.07506564725201,0.7845900933733256,0.5498331552923731,430.1278140859129,0,0
NGA.33.7_1,2025,Jan-May,2.0,289736.0,0.355960726439884,1694.9495637688915,26.002754786170893,11.47674836400718,0.44167433009213664,739.9663184713796,0,0
NGA.33.8_1,2025,Jan-May,2.0,126669.0,0.3635730193149673,1392.0018335613702,25.685326604475744,5.29250151691583,0.4634420148513911,587.8340762385708,0,0
NGA.33.9_1,2025,Jan-May,2.0,873683.0,0.4765101980311714,1099.095623971973,28.732628098603055,2.31219026123113,0.5467993381562328,429.2468498500632,0,0
NGA.33.10_1,2025,Jan-May,2.0,347634.0,0.5121136339424411,1142.6062642802788,25.49905698063168,1.4351636860733066,0.6460183979307371,390.15240077023236,0,0
NGA.33.11_1,2025,Jan-May,2.0,426133.0,0.4825972447485018,977.3041187968488,28.02429648304597,6.117209717321173,0.575690130633379,316.71408914275617,0,0
NGA.33.12_1,2025,Jan-May,2.0,442391.0,0.4706348321704424,1303.7758458743047,27.77344299193411,1.0316261090175642,0.5485087116317798,495.152871913622,0,0
NGA.33.13_1,2025,Jan-May,2.0,327536.0,0.5020549874391492,1040.1509141719584,27.57851780190881,2.908508715936644,0.601520621983997,342.63022267708146,0,0
NGA.33.14_1,2025,Jan-May,2.0,549031.0,0.4809273672631739,1294.2229461554061,27.42823537743383,0.5890041254941548,0.5981551421037753,503.0657134000551,0,0
NGA.33.15_1,2025,Jan-May,2.0,781604.0,0.33171451506182675,1000.5023381230556,29.351624563905215,9.334087679182241,0.40104196204542975,339.6955382224726,0,0
NGA.33.16_1,2025,Jan-May,2.0,388013.0,0.5023144982993516,1192.5401415250362,26.893742647146492,7.428304313253199,0.59355166326537,372.8149672945377,0,0
NGA.33.17_1,2025,Jan-May,2.0,137626.0,0.3866435582154562,1435.3682033791267,26.675926814728232,1.762920414995767,0.45740508047647954,578.1691219120709,0,0
NGA.33.18_1,2025,Jan-May,2.0,380857.0,0.375487928189637,1392.758432042555,26.743720095263683,21.312572497077042,0.44261495767305226,573.3210730744642,0,0
NGA.33.19_1,2025,Jan-May,2.0,180023.0,0.4761221473086967,972.6497645938077,26.767611384427795,5.659935775887532,0.5957315918891523,328.51122900521807,0,0
NGA.33.20_1,2025,Jan-May,2.0,313454.0,0.40249262222669446,1776.8960249827946,26.210754950486493,1.0414918611029786,0.5149655921740168,695.7820611919241,0,0
NGA.33.21_1,2025,Jan-May,2.0,265872.0,0.4498375558585171,1084.5377140741773,28.116348754828227,8.028324908019483,0.5781222157842917,428.12899561867175,0,0
NGA.33.22_1,2025,Jan-May,2.0,907601.0,0.32807469443333087,1187.494176311622,27.672184465350124,7.528650906760394,0.40957061628387903,438.30097262902154,0,0
NGA.33.23_1,2025,Jan-May,2.0,257800.0,0.46476627944963295,1136.650323805845,27.742302136660008,0.9701395442871519,0.5589147443534852,445.16556880403436,0,0
NGA.34.1_1,2025,Jan-May,3.0,200955.0,0.3966373143990261,607.435388041952,30.671256718221773,0.34970161646264836,0.3186449012374203,31.147873263542156,0,0
NGA.34.2_1,2025,Jan-May,2.0,287627.0,0.4148036528077874,699.6645416835834,30.332126815012682,0.39688741815376377,0.3298703849612123,38.5349779785196,0,0
NGA.34.3_1,2025,Jan-May,2.0,310472.0,0.43343175372196013,649.8926848583219,29.64706699570642,0.3482101997226105,0.3627037992056848,40.753836904074795,0,0
NGA.34.4_1,2025,Jan-May,3.0,447757.0,0.41086387823854786,576.5619635795459,30.17011412126082,0.342947058050925,0.3447513767551613,21.08212347262056,0,0
NGA.34.5_1,2025,Jan-May,3.0,299553.0,0.39543765088885613,567.5677780564954,28.892862316603658,0.3500385241272857,0.3569765655474515,21.387788248871868,0,0
NGA.34.6_1,2025,Jan-May,3.0,224167.0,0.37371078492244547,556.6164312167066,30.408161241736035,0.3545342135668436,0.319224616625644,29.405654285468557,0,0
NGA.34.7_1,2025,Jan-May,3.0,398129.0,0.4399386990474324,587.8243489559432,30.17535043358517,0.35089066193667745,0.37425938196791947,23.714600789248458,0,0
NGA.34.8_1,2025,Jan-May,3.0,187720.0,0.3929553224890397,553.4382191132793,30.018086423934406,0.33655854937219204,0.3417557912542856,16.41909499682468,0,0
NGA.34.9_1,2025,Jan-May,3.0,221643.0,0.5055983506271367,571.6240407015395,28.563558002228707,0.3313120752097099,0.4544923123040198,23.38155179416622,0,0
NGA.34.10_1,2025,Jan-May,2.0,258298.0,0.5592974872460649,739.0723766013374,28.30647512709415,0.33431502238290944,0.5210651146833005,89.74999701002764,0,0
NGA.34.11_1,2025,Jan-May,3.0,172648.0,0.41062104351012413,626.5477008180783,30.065091836263793,0.3981213562205699,0.3312131045183936,32.15002007860706,0,0
NGA.34.12_1,2025,Jan-May,3.0,207709.0,0.49106521302285633,614.3828577925109,28.512289321449376,0.38278863975041233,0.43247154567195284,30.409581646230336,0,0
NGA.34.13_1,2025,Jan-May,3.0,228079.0,0.41333468502482146,537.7028199059916,29.267234284528417,0.3312544144761897,0.3706596958494625,17.05621944290658,0,0
NGA.34.14_1,2025,Jan-May,2.0,288076.0,0.4395454094737665,658.1679017613518,29.255918462962473,0.36466394912329764,0.3878225506213255,49.211151741099,0,0
NGA.34.15_1,2025,Jan-May,3.0,183274.0,0.4031194396579529,613.5514469712418,30.343574176779835,0.3268844712067198,0.339958026529648,30.727536868954207,0,0
NGA.34.16_1,2025,Jan-May,3.0,376756.0,0.32347591933570574,651.6764054044852,31.240270474616565,1.7081591218810506,0.27293140970151636,32.485806444292734,0,0
NGA.34.17_1,2025,Jan-May,3.0,329795.0,0.415017442275399,652.841604082378,31.22786571749687,2.082284741009188,0.3055244878253569,29.611786932402502,0,0
NGA.34.18_1,2025,Jan-May,2.0,367433.0,0.41043725200022196,626.3787284689262,30.024684853807884,0.31888694271308554,0.3669761348263072,49.116901402695916,0,0
NGA.34.19_1,2025,Jan-May,3.0,138665.0,0.35509927750257614,608.4425760389405,29.910370543467263,0.3448745953970967,0.3018769532918961,32.845381987902094,0,0
NGA.34.20_1,2025,Jan-May,2.0,124699.0,0.4703431576020516,686.3887477706451,28.718959981632366,0.39002870572982307,0.4008630555481672,55.05532843604814,0,0
NGA.34.21_1,2025,Jan-May,3.0,240847.0,0.37664366259450066,649.9318540922,30.533262143873525,1.1180210815851055,0.29704043296477234,31.92044472813146,0,0
NGA.34.22_1,2025,Jan-May,3.0,262829.0,0.4142632769815031,606.2645662564373,29.190454302543003,0.34825325843893373,0.35608268103585644,29.46050442678916,0,0
NGA.34.23_1,2025,Jan-May,2.0,184754.0,0.4053681416187935,643.3940975067032,30.27451668413501,0.3486914037743527,0.3410140703176259,32.20505255373864,0,0
NGA.35.1_1,2025,Jan-May,2.0,147927.0,0.4450498488681631,814.5348188085524,31.264245125384335,0.347780652524964,0.46931318250083404,172.4040390025874,0,0
NGA.35.2_1,2025,Jan-May,2.0,347682.0,0.5633035324661777,1021.1951861331504,28.987252614778182,0.31290840003642795,0.5922550804411163,277.17744203418385,0,0
NGA.35.3_1,2025,Jan-May,3.0,219301.0,0.5579308766451405,970.8397260387278,28.652279810581774,0.3092110909383899,0.5933396466385469,315.5693448165119,0,0
NGA.35.4_1,2025,Jan-May,2.0,219301.0,0.6647924087895224,1226.5594880566584,26.078829272452083,0.26945221412168757,0.6735422826397569,354.6153388738832,0,0
NGA.35.5_1,2025,Jan-May,2.0,437485.0,0.45007699016039954,824.6501895080025,30.23174534545518,0.3428098783633972,0.4733668028903603,213.17580994387143,0,0
NGA.35.6_1,2025,Jan-May,3.0,138905.0,0.45245231277935455,614.6909527387561,28.916347306674837,0.35040638242492,0.48355096077938925,157.18179990272787,0,0
NGA.35.7_1,2025,Jan-May,2.0,231186.0,0.4116296863881265,786.8033280501027,31.811013004601154,0.9563970969628931,0.41803951984005966,161.87285427589947,0,0
NGA.35.8_1,2025,Jan-May,2.0,319509.0,0.4359461162350183,730.6392518111438,30.165898158859033,0.30553083894475336,0.4707824468924365,148.89511234311382,0,0
NGA.35.9_1,2025,Jan-May,2.0,143614.0,0.6893335378397442,1319.5765179602733,25.803215201819913,0.24086128035936283,0.7263169609776702,384.3717873597424,0,0
NGA.35.10_1,2025,Jan-May,2.0,156835.0,0.48199029802968424,727.0284881084863,30.782822610207813,0.30849882598565265,0.46382731346232736,152.5253206738955,0,0
NGA.35.11_1,2025,Jan-May,2.0,369665.0,0.6175653054388851,1130.562866205476,24.71725179147263,0.30162350581970226,0.6203195588818331,238.69114256298292,0,0
NGA.35.12_1,2025,Jan-May,3.0,254618.0,0.5254415374943272,991.0211556167853,29.946205730186573,0.33038267465849347,0.5471553524604157,311.1374144214444,0,0
NGA.35.13_1,2025,Jan-May,3.0,145399.0,0.6160438281052406,1219.158870216002,27.650193699283218,0.3206231350608299,0.6285563268287363,376.85112463931563,0,0
NGA.35.14_1,2025,Jan-May,3.0,392598.0,0.491499155297564,672.927445191561,29.309786747534364,0.3694595072185043,0.5380093033095524,200.04882094412005,0,0
NGA.35.15_1,2025,Jan-May,2.0,148061.0,0.4694582638175811,802.9214192313714,29.498446519703624,0.31013952943364625,0.4488379104779807,155.7264756778979,0,0
NGA.35.16_1,2025,Jan-May,2.0,210373.0,0.4514025824718597,769.5297291963166,32.494464024982236,0.33940112794964866,0.3874386508582967,139.7529755709428,0,0
NGA.36.1_1,2025,Jan-May,3.0,446197.0,0.4398244121881559,506.0996026134899,29.213560060840866,0.29309477735550066,0.3936957626907369,12.684529877065254,0,0
NGA.36.2_1,2025,Jan-May,3.0,201130.0,0.370252565520156,519.2853936461823,30.862899006865806,0.328229172952879,0.30789005565843097,18.192339042654428,1,3
NGA.36.3_1,2025,Jan-May,2.0,162221.0,0.423713111398456,723.5702848331252,29.628280806963335,0.37391343363320195,0.37579920918468385,34.79106700259622,1,3
NGA.36.4_1,2025,Jan-May,3.0,346714.0,0.44483289490771555,713.1691369583647,30.711554418627554,0.3464156481365171,0.37376037453271754,50.518193793249885,0,0
NGA.36.5_1,2025,Jan-May,3.0,554340.0,0.42408360503419257,688.256186675665,30.311476220655962,0.31311762831530665,0.3631670547131345,31.8650404122715,0,0
NGA.36.6_1,2025,Jan-May,3.0,328082.0,0.4381544904101616,560.6491005844845,30.914286448094817,0.3441705236221992,0.32294462451791744,23.10682424125592,4,15
NGA.36.7_1,2025,Jan-May,3.0,320870.0,0.47101222179415675,772.8286416839426,29.684841178595434,0.2893986550560181,0.3996181503993599,66.57207649591138,6,46
NGA.36.8_1,2025,Jan-May,3.0,190782.0,0.4536310551539917,743.9169446270002,30.964047656512093,0.30882163254942047,0.39464003608384646,83.68823564753298,0,0
NGA.36.9_1,2025,Jan-May,2.0,422231.0,0.3956470545797462,506.8878236026002,30.108203334008948,0.3035579143093137,0.3473122737942301,16.30409178277654,0,0
NGA.36.10_1,2025,Jan-May,2.0,197201.0,0.36068494742773366,527.1994636243368,31.167514455752624,0.33881831704097715,0.3022832634193309,12.184749715590414,0,0
NGA.36.11_1,2025,Jan-May,3.0,125333.0,0.3618991175180713,645.7303356140751,31.81063121077624,0.3336297165470706,0.2887639917727025,15.806137941708196,0,0
NGA.36.12_1,2025,Jan-May,3.0,279719.0,0.4404135272423407,672.4692998523094,31.212347632511023,0.3886210489935462,0.36500431947574313,29.121064038582546,0,0
NGA.36.13_1,2025,Jan-May,2.0,348345.0,0.3759563888933665,596.1242556127036,31.346021945441265,0.35490464526047544,0.3118610792981721,13.740794045246489,0,0
NGA.36.14_1,2025,Jan-May,3.0,733008.0,0.40918569117558884,687.4714461940587,31.270070375010324,0.41570064237076565,0.32104430596488304,26.43396645472402,0,0
NGA.36.15_1,2025,Jan-May,3.0,142297.0,0.43713785070434424,641.6945450200933,30.552441818130344,0.3234860690349167,0.3696456919417965,24.99052552856373,2,103
NGA.36.16_1,2025,Jan-May,3.0,231905.0,0.342726563133263,458.7956664660261,31.87372765835437,0.36319046373486524,0.2627714992805268,15.72009829502494,0,0
NGA.36.17_1,2025,Jan-May,3.0,204746.0,0.3154250160560486,524.8377018511977,32.18125591779047,0.34754586863278,0.24344187387918273,13.120737264854439,0,0
NGA.37.1_1,2025,Jan-May,3.0,217108.0,0.5282482914968075,825.3031848808155,27.910848624540076,0.37544896649631593,0.5181509399806662,86.64023098790577,0,0
NGA.37.2_1,2025,Jan-May,3.0,336132.0,0.492680622147109,712.6407423688436,28.892954350645855,0.5082105136690178,0.4296751214041419,63.44589272589844,0,0
