GID_2,exercise_year,exercise_label,phase_class,population,ndvi_mean_6m,rainfall_sum_6m,lst_mean_6m,nightlight_mean_6m,ndvi_mean_3m,rainfall_sum_3m,conflict_events_6m,conflict_fatalities_6m
NGA.15.6_1,2020,Sep-Dec,2.0,498135.0,0.4826302143717023,1019.2184910955925,33.57113572494123,0.26805162716253345,0.5249422428020911,771.268046991364,0,0
NGA.18.1_1,2020,Sep-Dec,2.0,204656.0,0.3129729876807198,534.8721025461339,35.57865469148691,0.3079208805924322,0.3832548618792646,513.0879646028233,0,0
NGA.18.3_1,2020,Sep-Dec,2.0,219737.0,0.23150477720069432,461.1419476862364,38.718027510566834,0.26744782727962263,0.2748913834458524,447.64386904483456,0,0
NGA.18.10_1,2020,Sep-Dec,2.0,175405.0,0.35136877180895687,390.9144167496997,36.54808214934271,0.2895689757573093,0.42565589335700976,378.489170889802,0,0
NGA.18.13_1,2020,Sep-Dec,2.0,161360.0,0.3169232409424674,578.447427195879,35.28982987135704,1.353043419315198,0.3826556362462679,552.6531096467395,0,0
NGA.18.15_1,2020,Sep-Dec,2.0,413564.0,0.26032768541344165,535.1738026658761,37.21791266504356,0.25916718315617143,0.32247493090874657,512.2812227656482,0,0
NGA.18.16_1,2020,Sep-Dec,2.0,199570.0,0.253287737717588,520.3964090314348,37.20508801627355,0.297692612614328,0.30069989793995383,500.9031777762837,0,0
NGA.18.18_1,2020,Sep-Dec,2.0,297980.0,0.34898379735312984,454.5238455108301,35.832570576504665,0.3162664057715793,0.40823518218063365,440.2054375718897,0,0
NGA.18.21_1,2020,Sep-Dec,2.0,254978.0,0.2416510456054287,518.6355276061786,37.939898175530196,0.37896705617744875,0.2858561850349029,499.84324464871145,0,0
NGA.18.4_1,2020,Sep-Dec,1.0,486014.0,0.34331125166581145,762.7510393781009,36.55196051817964,0.28823986856661654,0.4567635312442097,709.0448321252435,0,0
NGA.18.5_1,2020,Sep-Dec,1.0,150526.0,0.31251146380920974,700.6171903055903,36.29572204399526,0.26825491960912834,0.40702120294401833,654.9545602403821,0,0
NGA.18.6_1,2020,Sep-Dec,1.0,388577.0,0.3415991658456534,737.9680967706952,36.15889036800796,0.45765639370254435,0.458981749544707,688.3160040090947,0,0
NGA.18.11_1,2020,Sep-Dec,1.0,419883.0,0.3704540368958487,766.6867832327548,36.56747659630117,0.2516274416539094,0.5053132038253613,699.1037898069548,0,0
NGA.18.14_1,2020,Sep-Dec,1.0,355692.0,0.30081017800357834,643.0255268482192,37.08576153019282,0.28216621176008627,0.3907652065913883,611.4604105150117,0,0
NGA.18.19_1,2020,Sep-Dec,1.0,267606.0,0.3248146145123933,679.3911744699609,36.82528720246174,0.3075976128826694,0.42395992259349846,639.5597382227943,0,0
NGA.18.22_1,2020,Sep-Dec,1.0,197860.0,0.2785738602772052,574.8664490260333,37.190254486355165,0.26826938555118124,0.33143686286401497,550.0471204417963,0,0
NGA.18.2_1,2020,Sep-Dec,1.0,329501.0,0.29542371240614124,603.9638379900028,37.56592532152869,0.2859936000839931,0.3843329387328595,578.4680400214539,0,0
NGA.18.7_1,2020,Sep-Dec,1.0,127114.0,0.23674206183317836,528.2836834980377,37.92187338937158,0.26849492351648035,0.28172885683219306,511.8981983334234,0,0
NGA.18.8_1,2020,Sep-Dec,1.0,232496.0,0.2624558470236501,611.1357576098959,37.53048250647293,0.276497430645081,0.3328059055036988,583.6718302697437,0,0
NGA.18.9_1,2020,Sep-Dec,1.0,164586.0,0.27127736596774027,514.8666512542039,37.71446543541549,0.4811585273934607,0.3491188846610796,498.71688082823204,0,0
NGA.18.12_1,2020,Sep-Dec,1.0,199182.0,0.30080069136455484,670.0289580821714,36.712878036364415,0.3121653716276371,0.40196641055548765,639.9237941928213,0,0
NGA.18.17_1,2020,Sep-Dec,1.0,249362.0,0.33244181015797053,650.7787964413277,36.276066616084535,0.3468108558537888,0.43247704780731416,623.8897104797076,0,0
NGA.18.20_1,2020,Sep-Dec,1.0,273957.0,0.2441768254824862,486.2150802915231,37.81285065343427,0.27246869762285575,0.2992256553748198,470.4459802402043,0,0
NGA.18.24_1,2020,Sep-Dec,1.0,297708.0,0.3081347743119857,697.3632468253766,36.564230774427365,0.27221219391221024,0.4076813177345852,664.4513709530789,0,0
NGA.18.25_1,2020,Sep-Dec,1.0,119781.0,0.26565821358653413,527.0175243223504,38.109177335400396,0.29019359628999797,0.33862390178623364,510.4130664847018,0,0
NGA.18.26_1,2020,Sep-Dec,1.0,208594.0,0.2837409125833223,595.2122225347231,37.13818099168375,0.28586880433446554,0.35396765016777293,571.265926959429,0,0
NGA.18.27_1,2020,Sep-Dec,1.0,204026.0,0.30374475867591205,622.4399744727106,36.726572219302376,0.3049182774678543,0.3962899524961528,598.8174654399089,0,0
NGA.18.23_1,2020,Sep-Dec,1.0,147987.0,0.2969831517556386,679.2069771427772,36.30706917210379,0.3309758440668586,0.3760774660505584,647.5124864362716,0,0
NGA.19.1_1,2020,Sep-Dec,2.0,388451.0,0.44131767450673753,874.3924390552687,32.598976871401966,0.25883191643421866,0.49555743263695096,714.4225989081152,0,0
NGA.19.2_1,2020,Sep-Dec,2.0,559243.0,0.4647081952128482,993.3766903616821,31.84053203335127,0.34307564184769546,0.5069350062830841,822.1841293290486,0,0
NGA.19.3_1,2020,Sep-Dec,2.0,647098.0,0.3780531896130837,868.8785620912811,33.638502943470456,0.29813492858600016,0.4891713658505341,734.1157971645739,0,0
NGA.19.4_1,2020,Sep-Dec,2.0,647096.0,0.4001677283463961,996.9223314816128,32.77695011343413,0.48444409404530475,0.47111870234690095,835.9328624427258,0,0
NGA.19.9_1,2020,Sep-Dec,2.0,547681.0,0.31095588038368055,1018.972139783521,33.83865913434186,6.858775535516659,0.3422423504068237,857.8517682935262,0,0
NGA.19.10_1,2020,Sep-Dec,2.0,605001.0,0.25773565854180025,1011.2790692746133,34.690035990600784,6.992412004915342,0.288938053239256,847.9703735676607,0,0
NGA.19.12_1,2020,Sep-Dec,2.0,164961.0,0.4647823068482874,1046.434115041113,32.55347609241074,0.2536590532811593,0.5426977289056051,852.9726529308577,11,82
NGA.19.5_1,2020,Sep-Dec,2.0,292520.0,0.3660237787661796,878.9817235633757,34.12030332854062,0.2471953047370864,0.49756945285436477,765.8472337163628,0,0
NGA.19.15_1,2020,Sep-Dec,2.0,421686.0,0.3948964072315119,995.3204364191845,33.15605272822089,0.2563500173579959,0.5298106221415776,849.8743231593344,0,0
NGA.19.16_1,2020,Sep-Dec,2.0,208745.0,0.3654576820091667,769.1205138550962,32.59091736376846,0.3528290410059025,0.5014057370015522,650.1948685755203,0,0
NGA.19.17_1,2020,Sep-Dec,2.0,510373.0,0.42450501348305414,961.9405516168459,32.21896387316118,0.27795716837478635,0.5456490911494207,763.74239907458,0,0
NGA.19.18_1,2020,Sep-Dec,2.0,220190.0,0.3588859970555161,810.9256114723398,33.37809945857419,0.30148554017735896,0.4921155232747396,692.9952577442504,0,0
NGA.19.19_1,2020,Sep-Dec,2.0,437692.0,0.3388406371327197,792.2393300609205,33.303034221119844,1.6227943922001404,0.4287644675581194,666.8065114768056,0,0
NGA.19.21_1,2020,Sep-Dec,2.0,432412.0,0.3611320726037832,930.9300391541459,32.89899451946226,0.26563374493321906,0.4685903494267685,782.5509368697308,0,0
NGA.19.23_1,2020,Sep-Dec,2.0,611399.0,0.3291429203053075,846.6155180389313,33.043441972982095,0.967483286934598,0.4126369415109668,711.1635321841676,0,0
NGA.19.6_1,2020,Sep-Dec,2.0,234307.0,0.47778951318264057,1089.7361164873196,31.03073756789213,0.2595465730205578,0.5404190504426158,820.9986220972281,0,0
NGA.19.7_1,2020,Sep-Dec,2.0,417928.0,0.507819547599508,1051.179658799318,31.74880961816976,0.2416300562713707,0.5674178725118408,790.7792764104547,0,0
NGA.19.8_1,2020,Sep-Dec,2.0,379418.0,0.49648360215679643,1107.695893334212,30.976424031849742,0.25837081771478637,0.5403882142804265,885.421153115491,0,0
NGA.19.11_1,2020,Sep-Dec,2.0,358698.0,0.48049665685721826,1119.231203716637,31.144774455303935,0.30487878177880484,0.5271978332465268,855.3815135964642,0,0
NGA.19.13_1,2020,Sep-Dec,2.0,262329.0,0.4887362564182414,1008.7562249942083,30.58245080000906,0.32838593545218164,0.5388874072076724,748.0110385504036,3,27
NGA.19.14_1,2020,Sep-Dec,2.0,332408.0,0.4544163027815579,976.046087331059,32.146716125646456,0.23990775188636748,0.5490486023559691,776.7818512728851,4,14
NGA.19.20_1,2020,Sep-Dec,2.0,227565.0,0.501287411662928,1018.5304228126645,31.816888319049994,0.22953486589930983,0.568071423626528,754.5449189960584,0,0
NGA.19.22_1,2020,Sep-Dec,2.0,479203.0,0.49417829812863073,982.3390109112876,31.048170621930495,0.26958372011498927,0.5520379906963532,756.6578125470668,8,60
NGA.20.7_1,2020,Sep-Dec,2.0,665417.0,0.2582928502708998,853.181441395076,35.9701438891421,6.407502160814057,0.3545096258038382,779.9970842143767,0,0
NGA.20.9_1,2020,Sep-Dec,2.0,358291.0,0.3471567375385685,847.3858234068878,35.21152393294673,0.5702975259805882,0.4700476051308795,767.6895711422728,0,0
NGA.20.12_1,2020,Sep-Dec,2.0,317955.0,0.24015935052597434,869.5236982615138,37.00439474334619,14.819100790842732,0.29758442698920246,796.5153747537106,0,0
NGA.20.15_1,2020,Sep-Dec,2.0,188493.0,0.3585715590014196,885.3459228300861,34.83743889702119,0.3321508674389914,0.4730081436645028,806.8226027561142,0,0
NGA.20.17_1,2020,Sep-Dec,2.0,448625.0,0.3036906732637665,824.4589665039908,36.048318497610566,1.5956488081555207,0.4239904179453616,763.8699361711531,0,0
NGA.20.18_1,2020,Sep-Dec,2.0,568595.0,0.24013339008702228,851.963528840601,36.591836162009294,10.605422888251356,0.31263656288849245,774.7089938127203,0,0
NGA.20.25_1,2020,Sep-Dec,2.0,467794.0,0.31491838991041954,838.270881598398,35.804841708575644,1.8600198111312294,0.4358073267326732,769.0548217664141,0,0
NGA.20.27_1,2020,Sep-Dec,2.0,227379.0,0.41043121186026227,862.4311729332267,33.85931456125875,0.409029243371464,0.5117961248963449,794.6940244087455,0,0
NGA.20.28_1,2020,Sep-Dec,2.0,218784.0,0.3555236845238945,853.5665216697773,35.6303863707451,0.3728233853737198,0.49450998390039197,775.4468485790402,0,0
NGA.20.21_1,2020,Sep-Dec,2.0,589913.0,0.23935234113312276,842.8658890854772,36.59800654767604,6.830698383667046,0.3187793688391234,771.6226948485555,0,0
NGA.20.38_1,2020,Sep-Dec,2.0,352515.0,0.22775381040394307,868.9107082468978,37.13194998035649,8.053073973964425,0.2903646415943428,794.5402238079919,0,0
NGA.20.42_1,2020,Sep-Dec,2.0,578528.0,0.2801231494907823,861.6705015292998,36.497462875219014,2.856498130646703,0.38921533473572417,793.3104423016171,0,0
NGA.20.43_1,2020,Sep-Dec,2.0,209525.0,0.32605730081634005,811.7215259922546,36.066491792908344,0.7767667895557269,0.4535275530473373,738.8905708543639,0,0
NGA.20.30_1,2020,Sep-Dec,2.0,348967.0,0.3158784842446221,817.9755646254911,36.023982952085284,0.3530895103197708,0.4456862638254702,755.6524002635598,0,0
NGA.20.3_1,2020,Sep-Dec,1.0,256679.0,0.31390968977310035,857.0597339558093,35.2168985442529,0.2852769702545432,0.43409090006741957,775.7667067211967,0,0
NGA.20.5_1,2020,Sep-Dec,1.0,442238.0,0.30905014212583903,804.0339420342722,35.26450621273715,0.3108871131999803,0.42754903548939005,736.2134833697119,0,0
NGA.20.8_1,2020,Sep-Dec,1.0,334447.0,0.307401866831393,715.1176169676165,36.61232622204887,0.2756646863762235,0.41413728094910374,673.9484080818113,0,0
NGA.20.10_1,2020,Sep-Dec,1.0,391212.0,0.31624126387930734,841.366550269402,35.36061319022733,0.36366402009447446,0.4341669037256591,770.0759918580707,0,0
NGA.20.13_1,2020,Sep-Dec,1.0,335607.0,0.2934367486497025,735.438996179273,36.88344969805426,0.29062935786737426,0.3882122221707455,691.9791894232831,0,0
NGA.20.19_1,2020,Sep-Dec,1.0,291782.0,0.3100572806221617,822.023327861825,35.492663888331194,0.2650625527969043,0.4213051900113552,727.2465528938006,0,0
NGA.20.20_1,2020,Sep-Dec,1.0,243371.0,0.32152315717331703,826.0632354280505,35.54232001054783,0.29945186820615183,0.4358580769621281,741.3463047067518,0,0
NGA.20.26_1,2020,Sep-Dec,1.0,175062.0,0.2988469595051944,750.891626338627,35.66927233742243,0.2740855413053189,0.40132017980872736,703.7316884464958,0,0
NGA.20.29_1,2020,Sep-Dec,1.0,349734.0,0.3207345022371329,735.5991733622698,35.74050781949797,0.26965416838038386,0.43311856745062277,693.8719856527414,0,0
NGA.20.33_1,2020,Sep-Dec,1.0,164258.0,0.31778118402404326,850.8149104927982,35.81903226444381,0.3157559667877196,0.4352213749217532,766.5610403888275,0,0
NGA.20.35_1,2020,Sep-Dec,1.0,221077.0,0.30903979422948097,849.0426253498438,35.46031445960793,0.2677854580364954,0.42033841955008805,763.3760208720856,0,0
NGA.20.39_1,2020,Sep-Dec,1.0,156682.0,0.32465509159465916,872.1844571690244,35.82025071903267,0.3943207793662409,0.45306008759598376,790.2628212538859,0,0
NGA.20.40_1,2020,Sep-Dec,1.0,250636.0,0.3097261591038073,797.8410433003197,35.91860571236951,0.2817414706357519,0.42177661127149796,730.5548954014871,0,0
NGA.20.1_1,2020,Sep-Dec,1.0,274280.0,0.31451413768127956,726.3520992534865,36.353960511033705,0.3043544026544467,0.4200526109396256,676.0829987111046,0,0
NGA.20.2_1,2020,Sep-Dec,1.0,298162.0,0.35596887391174065,819.4460186797502,35.87017060082656,0.2785807998153063,0.48566992797651737,740.8145967640196,0,0
NGA.20.4_1,2020,Sep-Dec,1.0,304958.0,0.327368929533422,846.9631731526266,34.878747593968164,0.31255244109485236,0.44017388020824494,760.1191766655016,0,0
NGA.20.6_1,2020,Sep-Dec,1.0,277231.0,0.35548252847853706,887.1988651967048,35.279701435332804,0.29810754574394077,0.47495707699118866,807.6441340561239,0,0
NGA.20.11_1,2020,Sep-Dec,1.0,239378.0,0.44934120127184585,996.5243452378089,33.06623095326176,0.255758966354611,0.5827143799419666,846.8187539356368,0,0
NGA.20.14_1,2020,Sep-Dec,1.0,257367.0,0.35399159659943596,885.6131273483786,35.47477004039172,0.28675881931155117,0.4831298350553776,799.2153215220304,0,0
NGA.20.16_1,2020,Sep-Dec,1.0,329593.0,0.34231235103232066,787.9267598769873,36.09450334151721,0.30489958488768565,0.4683352206348812,721.4431272687588,0,0
NGA.20.22_1,2020,Sep-Dec,1.0,228890.0,0.3021437584588101,841.7157607770554,33.47614623696184,0.2768015815659241,0.4104364749365941,739.2872171324983,0,0
NGA.20.23_1,2020,Sep-Dec,1.0,220266.0,0.34415137954837477,909.6822819229983,35.67780019135318,0.25206711013362987,0.47074740168539325,824.1148864375499,0,0
NGA.20.24_1,2020,Sep-Dec,1.0,424535.0,0.3467219457094446,847.2343915536817,34.703548492984716,0.27825599257390493,0.4723581079668435,751.4372260114252,0,0
NGA.20.32_1,2020,Sep-Dec,1.0,235613.0,0.29470006288764555,864.6408333280115,33.05367258704732,0.26663086150776755,0.39000500482266776,784.3040698595225,0,0
NGA.20.34_1,2020,Sep-Dec,1.0,361672.0,0.34704752260528443,816.185633533944,33.970607822260746,0.2680431729044504,0.48136982826579217,704.8763261394424,0,0
NGA.20.36_1,2020,Sep-Dec,1.0,397857.0,0.3610937075399765,913.7500445518934,35.26361202828041,0.25526991473947475,0.47934371946046356,829.5243267493355,0,0
NGA.20.37_1,2020,Sep-Dec,1.0,321997.0,0.34830821216852464,843.7817751084493,35.41705090376974,0.27616062480462406,0.4679001632878761,773.8338432281815,0,0
NGA.20.41_1,2020,Sep-Dec,1.0,363342.0,0.38501600634753846,899.6372815511635,34.15588802786623,0.24868876576643859,0.5090602113669499,799.4670489692294,0,0
NGA.20.44_1,2020,Sep-Dec,1.0,299751.0,0.3490956851247653,828.5492459730639,35.850095415711735,0.4183829913421075,0.4671006211640696,750.4882906234974,0,0
NGA.21.2_1,2020,Sep-Dec,2.0,287741.0,0.28329943882238107,689.8696031457347,35.94967777455211,0.48767409472028284,0.39052418769557606,656.6756125642008,0,0
NGA.21.3_1,2020,Sep-Dec,2.0,316376.0,0.31507460146578015,726.4926950506625,35.85747713994579,0.2692223185751294,0.43210049658111127,681.3526015647211,0,0
NGA.21.6_1,2020,Sep-Dec,2.0,208492.0,0.30124331539581833,738.782208171732,36.309205518696714,0.26524780623575517,0.4190393266300784,691.5529910158413,0,0
NGA.21.9_1,2020,Sep-Dec,2.0,172271.0,0.35619875944747864,766.1049211460197,35.720247320153106,0.2654788147283494,0.4912846300979523,690.1137628930428,0,0
NGA.21.12_1,2020,Sep-Dec,2.0,258473.0,0.2902565689691695,771.8666057646734,35.24668612895234,0.29657291027748767,0.39136274420920597,711.3334206403456,0,0
NGA.21.16_1,2020,Sep-Dec,2.0,254830.0,0.2774927638493067,661.5724779031203,36.25092737678762,0.28021903562613343,0.3793027886278449,626.7050903320289,0,0
NGA.21.18_1,2020,Sep-Dec,2.0,277613.0,0.26149573235342155,623.5409612688453,37.13129248377772,0.2908917740357871,0.3412165283684469,594.5780017203679,0,0
NGA.21.21_1,2020,Sep-Dec,2.0,484185.0,0.24153016556928367,683.7982178568286,36.720603433375224,2.677497100273396,0.331518746884919,654.9713232134804,0,0
NGA.21.22_1,2020,Sep-Dec,2.0,177613.0,0.29340297109635305,748.123703075016,35.94912642101966,0.25998526877591693,0.39828070404856436,701.4489722172407,0,0
NGA.21.30_1,2020,Sep-Dec,2.0,234522.0,0.2823127688755979,693.7882833401743,35.84273797490109,0.2986621605533633,0.39462948403126336,658.2766730223108,0,0
NGA.21.32_1,2020,Sep-Dec,2.0,281878.0,0.3781431142223326,757.4348747734325,35.95784172054318,0.2834538595170793,0.5262515829676856,694.0601347032632,0,0
NGA.21.4_1,2020,Sep-Dec,1.0,308868.0,0.29744535110325243,583.3950086965859,38.05713074862003,0.27265788536794877,0.3838330815020688,564.4866587563955,0,0
NGA.21.5_1,2020,Sep-Dec,1.0,229819.0,0.3202398639204876,697.2817877070639,36.50365373655367,0.27504410621669023,0.4511434328532049,658.0854093165277,0,0
NGA.21.10_1,2020,Sep-Dec,1.0,342265.0,0.2640111286721433,706.7285144138218,36.844100542637285,0.489545086246725,0.3472665364251537,669.7760607005123,0,0
NGA.21.11_1,2020,Sep-Dec,1.0,184008.0,0.2798059287206459,714.6975592406305,36.86440311305309,0.28429217541576884,0.371936436208975,674.1189952910745,0,0
NGA.21.15_1,2020,Sep-Dec,1.0,257437.0,0.31230569621936893,691.6967766410837,36.04786090571094,0.27229145496190066,0.4284735363315009,654.2241582944188,0,0
NGA.21.20_1,2020,Sep-Dec,1.0,230417.0,0.3115671193911513,749.977632196375,36.1663895070624,0.2864068019095003,0.42833914640829124,696.7517176569124,0,0
NGA.21.23_1,2020,Sep-Dec,1.0,149682.0,0.3226045100325604,715.815603122132,36.007253711899686,0.2690419371325075,0.4459563413173271,667.3932173593096,0,0
NGA.21.24_1,2020,Sep-Dec,1.0,307132.0,0.2627741671180932,588.0302436790582,38.488417289590345,0.3917286203222847,0.3354295903469598,558.4405637508548,0,0
NGA.21.26_1,2020,Sep-Dec,1.0,268323.0,0.28447993352326667,672.6545414307944,36.46837038935352,0.27836371464364745,0.3901338694861969,636.5633883695253,0,0
NGA.21.27_1,2020,Sep-Dec,1.0,260362.0,0.25762716607391906,619.265991185656,37.462201409873565,0.27990097293430205,0.3355672177824267,587.0034362391307,0,0
NGA.21.33_1,2020,Sep-Dec,1.0,208424.0,0.27066677953423096,655.8673673300999,36.66317722256622,0.3050158158459339,0.36111122364768544,628.1225935265633,0,0
NGA.21.34_1,2020,Sep-Dec,1.0,237505.0,0.2805242804911334,595.0486328328492,37.56035695015891,0.31393231240423397,0.3674170752899734,573.0095144994401,0,0
NGA.21.1_1,2020,Sep-Dec,2.0,227558.0,0.3467466082166339,777.2951762930024,34.23157635158939,0.29297330898485624,0.48079952517707936,678.3096338990823,0,0
NGA.21.7_1,2020,Sep-Dec,2.0,221176.0,0.37846353719471487,792.6834820778683,32.818452324543564,0.2824419550773076,0.5447455231289355,681.1767693514603,0,0
NGA.21.8_1,2020,Sep-Dec,2.0,190977.0,0.36597625374195003,780.4348390046155,33.345625391282404,0.2857971868161934,0.517685611429857,673.4252385026558,0,0
NGA.21.13_1,2020,Sep-Dec,2.0,295869.0,0.362129705339633,764.0637331088577,34.270900833225205,0.2778038404395364,0.48720302958330325,663.3990410050194,0,0
NGA.21.14_1,2020,Sep-Dec,2.0,342679.0,0.37478021566149167,779.1090401676171,33.22254191739339,0.4169513307502686,0.5285766378641058,671.5873638626313,0,0
NGA.21.17_1,2020,Sep-Dec,2.0,318638.0,0.3581112286781967,819.5469902465413,34.74956709021362,0.26055173615760835,0.5038785991996275,712.5749869360162,0,0
NGA.21.19_1,2020,Sep-Dec,2.0,370231.0,0.3666241837201758,769.8918955266171,35.002438384148135,0.2732612379142128,0.5115124378852316,681.8202224097422,0,0
NGA.21.25_1,2020,Sep-Dec,2.0,278353.0,0.3424332708421398,780.0821976087688,34.53523838339386,0.2859992033101826,0.48603353031329544,689.2798352570691,0,0
NGA.21.28_1,2020,Sep-Dec,2.0,173221.0,0.2997561343474154,784.457878428493,35.702562788124915,0.2661623527726973,0.40360118441064136,721.1256089311232,0,0
NGA.21.29_1,2020,Sep-Dec,2.0,258743.0,0.31634931717111725,810.1419790517898,34.92501114602311,0.2640143199010819,0.43664469806062245,737.1582880910161,0,0
NGA.21.31_1,2020,Sep-Dec,2.0,214108.0,0.38197567574847985,806.3608259667056,32.90574234107718,0.2546508842751063,0.5262879093550373,682.8919512671347,0,0
NGA.22.1_1,2020,Sep-Dec,2.0,101287.0,0.2567199497687381,745.0459813393661,35.915008440682655,0.4458594266715216,0.3097488117205119,692.1827243534896,0,0
NGA.22.6_1,2020,Sep-Dec,2.0,405612.0,0.26883358667121754,758.1028402528966,35.94300322171487,0.5872312232226671,0.3269274667938437,707.4805658993881,0,0
NGA.22.7_1,2020,Sep-Dec,2.0,186554.0,0.31065468310398087,740.0922166888099,35.74743467773094,0.2903002169808874,0.3757494148240368,686.0114167790659,0,0
NGA.22.11_1,2020,Sep-Dec,2.0,228123.0,0.26211321139028326,693.8647898080825,36.08475463233734,0.32359960710387065,0.3296969293544603,651.1489991768527,0,0
NGA.22.12_1,2020,Sep-Dec,2.0,298610.0,0.29985473172055516,807.2034157113569,36.2780241567635,0.2960221778860637,0.35586115382717615,744.4338160180755,0,0
NGA.22.13_1,2020,Sep-Dec,2.0,128240.0,0.2767273044919956,738.297991007767,36.03035870896628,0.2900658564225466,0.3410647621293385,687.2258989395839,0,0
NGA.22.14_1,2020,Sep-Dec,2.0,233772.0,0.30934675008920903,895.8081870158402,36.0407647988601,0.26975165583519944,0.38081816376810745,787.8068014812781,0,0
NGA.22.15_1,2020,Sep-Dec,2.0,262372.0,0.30982928142500205,828.9990920234017,36.075986584384474,0.26856990090121435,0.3788287753510811,761.7904614458184,0,0
NGA.22.2_1,2020,Sep-Dec,2.0,286486.0,0.24360268611182848,669.2793876293965,36.141959631039846,0.2631508043681276,0.3020517344832417,627.9350330730464,0,0
NGA.22.3_1,2020,Sep-Dec,2.0,302371.0,0.24182071393569604,681.5667911826001,35.957253621695116,0.3329529061915218,0.28391984050456837,644.052951326191,0,0
NGA.22.4_1,2020,Sep-Dec,2.0,175714.0,0.2582918144802964,649.7339912114574,35.77720718955171,0.2805175568777527,0.3141274539656556,618.0606734202648,0,0
NGA.22.5_1,2020,Sep-Dec,2.0,359397.0,0.37739449584846213,909.2107995395512,35.159003582265676,0.2602279935654055,0.45589362546848605,796.9899832746518,0,0
NGA.22.8_1,2020,Sep-Dec,2.0,220776.0,0.3278660207472004,805.3577744316411,36.171003640874446,0.2825148668814504,0.39851353723830135,730.7163780312795,0,0
NGA.22.19_1,2020,Sep-Dec,2.0,224194.0,0.31896302006984095,839.7448926246559,35.802071957436645,0.2674798905194096,0.3639871825252312,767.1924414130232,0,0
NGA.22.9_1,2020,Sep-Dec,2.0,400556.0,0.3226865013279776,822.3730042077892,35.08975396767422,0.2775880007781624,0.40852267997727815,711.6614988623386,0,0
NGA.22.10_1,2020,Sep-Dec,2.0,180854.0,0.37106404436412316,901.2326119496748,35.90115430967194,0.2632413226855839,0.45856731211786556,783.8298290714978,0,0
NGA.22.16_1,2020,Sep-Dec,2.0,190412.0,0.33869299140854653,880.5473867880552,32.68774857742096,0.25593931704121503,0.4316643942884563,723.7414743805465,0,0
NGA.22.17_1,2020,Sep-Dec,2.0,138508.0,0.33806094201957276,841.7298752724699,35.110755790166834,0.26747766496207387,0.42227466206008496,710.2651483722038,0,0
NGA.22.18_1,2020,Sep-Dec,2.0,191982.0,0.3712107650662802,899.0825038908331,35.64550151387187,0.25901611697026933,0.46863004448782775,762.5172497681069,0,0
NGA.22.20_1,2020,Sep-Dec,2.0,151851.0,0.34801664962762807,899.9673182384612,34.91955990723804,0.2609830819373693,0.40583953056944666,753.1859172074616,0,0
NGA.22.21_1,2020,Sep-Dec,2.0,249654.0,0.31080004039670645,857.6820618218661,35.59766384873465,0.3123571450090663,0.38616193823520756,750.6802529784932,0,0
NGA.27.1_1,2020,Sep-Dec,2.0,210992.0,0.4471098245307268,965.5074170838285,35.231577921074205,0.24181534755680556,0.5148023578349515,749.4979404294418,0,0
NGA.27.3_1,2020,Sep-Dec,2.0,296376.0,0.3935034988970867,979.5700630446262,35.18439888537542,1.0675835757574905,0.4561789533733931,765.8678936267899,0,0
NGA.27.7_1,2020,Sep-Dec,2.0,255267.0,0.49871954683774744,857.9412146141686,33.74566176998074,0.23233139821625418,0.5842135433559917,623.6969260605786,0,0
NGA.27.8_1,2020,Sep-Dec,2.0,202604.0,0.42672986018404385,932.6752041449674,35.32332950254649,0.26116329861087934,0.5089667800184269,718.417081891094,0,0
NGA.27.10_1,2020,Sep-Dec,2.0,193048.0,0.437095922032461,964.8426250598566,34.806729370376736,0.24777567783789936,0.5103207517647647,748.6950228043121,0,0
NGA.27.12_1,2020,Sep-Dec,2.0,183763.0,0.47528961720486196,982.513595499568,33.17682761648937,0.24080158999227927,0.5272213320487187,743.4537100411533,0,0
NGA.27.13_1,2020,Sep-Dec,2.0,335192.0,0.47120426882456506,919.0327594976484,33.649648546791916,0.24738225153460844,0.5415398353226438,690.9466858468785,0,0
NGA.27.17_1,2020,Sep-Dec,2.0,384697.0,0.44986991104510216,853.5033363605185,33.01959861537472,0.2859190310785298,0.5074926306530131,620.4666550938487,0,0
NGA.27.5_1,2020,Sep-Dec,2.0,236617.0,0.38741256291759574,946.1801194821334,34.384323939010024,0.34095674315807206,0.4412867872644591,751.4550893663306,0,0
NGA.27.6_1,2020,Sep-Dec,2.0,327616.0,0.3102104811810967,994.8192163482477,34.39486085910732,1.613230314929558,0.3415370874587458,805.9542495287403,0,0
NGA.27.9_1,2020,Sep-Dec,2.0,146699.0,0.43324403897697167,1077.9772581863292,32.76445161311042,0.3116258611142649,0.4795983221082995,845.9195465724583,0,0
NGA.27.18_1,2020,Sep-Dec,2.0,165253.0,0.4005249924714776,1060.8998031669482,31.925793341070015,0.23987946495896725,0.449080006376353,869.1271469678832,0,0
NGA.27.19_1,2020,Sep-Dec,2.0,252680.0,0.41764533508756974,1046.822337346507,32.97287618373087,0.2719342358226586,0.4873924278954335,829.4964751660091,0,0
NGA.27.20_1,2020,Sep-Dec,2.0,293782.0,0.4275020121858865,913.0403018402026,34.18475719655706,0.2863163013021165,0.4887319261156767,717.8757768435764,0,0
NGA.27.22_1,2020,Sep-Dec,2.0,376416.0,0.44084606544705274,937.5389672405668,32.440019261377046,0.2658950136182258,0.4826666113569664,756.0456526552232,0,0
